Site,Country,Zone,Latitude,Longitude,Distance,Walk,Easytofind,Publicaccess,Specialaccess,Wavequality,Experience,Frequency,Type,Direction,Bottom,Power,Normallength,Gooddaylength,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Webcam url,DANGERS,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec
Rowad_Resort__North_coast,Egypt,Baja Norte,30.87331667,29.32776667,Take a car,Don't know,Easy to find,Private access,Don't know,Sloppy,All surfers,Sometimes break,Beach-break,Right and left,Sandy,,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,2,0,1,2,3,2,3,1,2,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,16,22,21,20,16,17,15,22,25,20,12
Shatby,Egypt,Baja Norte,31.21215,29.91538333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy with rock,Powerful; Fun,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,0,3,4,5,0,5,1,1,2,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,19,15,21,17,17,17,16,20,26,17,14
cap_lopez,Gabon,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Totally Epic,Experienced surfers,Don't know,,,Sandy,Hollow,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,2,3,3,5,0,5,4,1,2,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,14,20,18,18,17,13,16,17,21,23,18
ekwata,Gabon,Baja Norte,,,,Long walk (&gt;30 mn),Easy to find,Public access,By boat only,Normal,Experienced surfers,Sometimes break,Reef-rocky,Left,Flat rocks with sand,Hollow; Fun,Normal (50 to 150m),Very Long (300 to 500 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,-1,2,3,5,0,2,4,-1,1,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,19,15,22,22,17,11,15,18,26,17,15
gomb,Gabon,Baja Norte,0.323916667,9.31125,Day trip,Good walk (15-30 mn),OK,Public access,By boat only,Regional Classic,Experienced surfers,Regular,Point-break,Left,Sandy with rock,Powerless,Very Long (300 to 500 m),Exceptional (&gt;500m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,-1,4,0,3,3,5,0,3,1,4,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,20,20,20,23,18,18,18,16,19,24,19
guegue,Gabon,Baja Norte,0.435966667,9.416583333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Powerful; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,0,4,4,5,0,3,0,0,2,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,19,22,23,21,16,14,12,21,25,24,12
la_ferme,Gabon,Baja Norte,,,Day trip,Good walk (15-30 mn),Hard to find,Private access,4x4,Sloppy,All surfers,Don't know,Reef-rocky,Right and left,Sandy with rock,Hollow; Ordinary,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,0,4,3,2,2,3,4,3,2,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,14,22,18,23,19,11,15,15,21,24,17
palplanche,Gabon,Baja Norte,,,Take a car,Short walk (5-15 mn),OK,Public access,4x4,Regional Classic,All surfers,Sometimes break,Beach-break,Left,Sandy,Hollow; Fast; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,3,2,4,1,1,6,1,1,2,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,14,22,24,20,18,14,19,19,19,19,15
pg2,Gabon,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Regional Classic,Experienced surfers,Regular,,Right and left,Sandy,Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,3,2,3,3,0,5,4,0,2,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,20,17,22,18,19,14,16,21,19,20,18
Kololi_Kotu___Kombo,Gambia,Baja Norte,13.41633333,-16.74728333,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Sloppy,Experienced surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,1,2,1,5,0,6,3,0,0,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,17,15,21,17,15,15,12,19,24,23,13
secret_bay_,Gambia,Baja Norte,13.14483333,-16.77666667,Surf trip,Short walk (5-15 mn),OK,Public access,,Normal,All surfers,Very consistent (150 day/year),Reef-rocky,Right and left,Boulders,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,-1,0,4,2,4,3,3,2,1,5,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,19,15,20,17,19,17,14,16,21,18,12
Senegambia_Beach,Gambia,Baja Norte,13.4451,-16.72555,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Regular,Beach-break,Left,Sandy,Hollow; Fast,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,3,3,5,3,6,3,0,0,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,21,19,19,22,12,11,14,16,23,21,19
axim,Ghana,Baja Norte,4.85815,-2.2458,Don't know,Don't know,Don't know,Don't know,Don't know,Regional Classic,Experienced surfers,Sometimes break,Point-break,Right and left,Reef (coral; sharp rocks etc..),,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,0,3,4,4,2,2,4,2,2,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,15,15,20,23,14,13,15,17,21,24,12
busua_beach_island,Ghana,Baja Norte,4.8067,-1.927933333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,All surfers,Regular,Beach-break,Right and left,Sandy,,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,1,1,2,1,2,5,1,0,2,1,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,21,22,16,15,15,16,18,21,19,14
cape_coast,Ghana,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,All surfers,Don't know,Beach-break,,,Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,1,3,4,1,3,6,4,2,2,3,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,18,16,18,23,18,13,14,20,19,20,13
Cape_Three_Points,Ghana,Baja Norte,,,Surf trip,Instant access (&amp;lt; 5min),Easy to find,Public access,,World Class,All surfers,Regular,Point-break,Left,Flat rocks with sand,Powerful,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,3,0,0,2,1,6,4,-1,2,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,16,21,19,22,12,18,13,21,22,17,18
dixcove,Ghana,Baja Norte,,,Week-end trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Point-break,Right,Sandy with rock,Powerful; Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,3,3,2,2,2,3,2,2,1,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,20,19,19,19,13,15,14,16,20,24,12
fete,Ghana,Baja Norte,,,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Point-break,Right,Sandy with rock,,Short (&amp;lt; 50m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,2,2,4,2,3,5,3,3,0,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,21,19,22,20,16,15,15,21,26,23,14
Katakor,Ghana,Baja Norte,4.75085,-2.045683333,Take a car,Don't know,Hard to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Ordinary,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,1,1,2,2,4,4,0,0,1,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,17,17,25,23,13,17,13,18,21,19,14
krokrobite,Ghana,Baja Norte,5.497583333,-0.35775,Day trip,Instant access (&amp;lt; 5min),OK,Public access,4x4,Normal,,Regular,Beach-break,Right,Sandy with rock,Powerless,Long (150 to 300 m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,0,4,0,3,3,3,0,-1,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,15,17,20,18,19,12,17,21,23,18,12
labadi_beach,Ghana,Baja Norte,5.53125,-0.214583333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Ordinary; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,0,0,5,4,3,3,3,0,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,20,21,23,20,17,11,19,17,19,21,13
mia_mia,Ghana,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy with rock,Ordinary,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,-1,4,0,1,1,2,0,0,2,1,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,21,18,23,17,17,13,16,17,26,24,19
mumford,Ghana,Baja Norte,,,Take a car,Short walk (5-15 mn),Hard to find,,Don't know,Normal,All surfers,Regular,Point-break,Right,Sandy with rock,Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,0,3,1,3,2,4,3,0,1,3,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,20,16,24,19,16,13,19,15,26,21,14
new_ningo,Ghana,Baja Norte,,,Take a car,Short walk (5-15 mn),OK,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Very Long (300 to 500 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,0,0,4,2,4,3,0,3,2,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,15,15,24,18,13,14,17,22,21,23,13
Pram_Pram,Ghana,Baja Norte,5.701733333,0.105783333,Take a car,Instant access (&amp;lt; 5min),OK,Public access,,Normal,Experienced surfers,Regular,Reef-rocky,Right and left,Flat rocks with sand,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,3,3,4,3,0,5,0,-1,0,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,17,21,21,16,12,16,12,20,21,18,16
stilt_village,Ghana,Baja Norte,,,Take a car,,Easy to find,Public access,Don't know,Normal,,Regular,,,Sandy,Powerless,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,3,1,2,2,3,4,4,0,2,5,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,14,15,18,18,14,12,16,22,21,19,15
Turtle_Beach,Ghana,Baja Norte,4.850766667,-2.23375,Take a car,Instant access (&amp;lt; 5min),Easy to find,Private access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy with rock,,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,3,0,3,2,4,3,2,2,2,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,19,21,18,21,12,14,16,20,21,24,12
assinie,Ivory_Coast,Baja Norte,5.12565,-3.290833333,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Sand-bar,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,1,1,1,4,3,3,2,0,0,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,14,19,25,16,17,18,13,16,23,17,19
baie_des_sirenes,Ivory_Coast,Baja Norte,,,,,,,Don't know,,,Don't know,Reef-coral,Right,Reef (coral;sharp rocks etc..) with sand,Fun,Long (150 to 300 m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,2,0,3,3,2,4,0,-1,2,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,17,20,20,22,18,17,19,19,19,19,14
bassam,Ivory_Coast,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Powerful; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,-1,1,3,4,4,6,4,1,3,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,20,21,20,16,16,14,19,20,18,15
dagbego,Ivory_Coast,Baja Norte,,,Week-end trip,Instant access (&amp;lt; 5min),OK,Private access,4x4,Normal,All surfers,Regular,Sand-bar,Right,Sandy,Fun,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,1,1,3,3,0,3,3,2,2,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,20,19,23,19,15,12,15,21,24,24,19
grand_drewin,Ivory_Coast,Baja Norte,4.915583333,-6.147716667,Week-end trip,Instant access (&amp;lt; 5min),OK,Public access,4x4,Regional Classic,All surfers,Don't know,Point-break,Right,Sandy with rock,Powerful; Ordinary; Fun,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,1,0,3,3,2,2,1,2,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,15,21,19,18,18,12,18,15,21,20,14
grand_lahou,Ivory_Coast,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,,Don't know,,All surfers,Don't know,Sand-bar,Right and left,Sandy,Fun,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,3,4,2,2,4,2,3,2,3,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,14,15,19,19,18,15,19,16,24,17,18
Indicator,Ivory_Coast,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Sloppy,Experienced surfers,Sometimes break,Sand-bar,Right,Sandy,Fast; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,0,3,3,5,0,3,2,1,2,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,15,22,21,19,17,18,17,17,20,23,17
Monogaga,Ivory_Coast,Baja Norte,,,Week-end trip,Instant access (&amp;lt; 5min),,Public access,4x4,Normal,All surfers,Rarely break (5day/year),Reef-rocky,Right,Reef (coral;sharp rocks etc..) with sand,Fun,Long (150 to 300 m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,1,4,0,4,3,6,0,1,3,1,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,14,21,24,20,15,14,12,16,20,17,19
baobabs,Kenya,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,Experienced surfers,Sometimes break,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,4,0,2,3,3,2,0,2,3,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,19,20,18,19,18,11,17,21,22,19,17
malindi_bay,Kenya,Baja Norte,-3.19785,40.1255,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Sloppy,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,0,0,0,2,1,2,4,-1,0,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,15,20,23,23,12,18,15,20,22,22,16
mombasa_channel,Kenya,Baja Norte,-4.363933333,39.56383333,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,Experienced surfers,Sometimes break,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Ordinary; Fun,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,1,0,1,4,1,5,3,1,3,5,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,14,22,21,16,18,16,13,18,25,24,18
Watamu_Bay,Kenya,Baja Norte,-3.352266667,40.02688333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Rarely break (5day/year),Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,1,3,1,3,0,2,0,1,0,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,19,18,21,17,15,15,16,21,21,20,15
8th_street,Liberia,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Sand-bar,Right and left,Sandy,Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,2,4,2,1,0,4,1,0,1,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,14,17,23,21,16,16,15,22,21,20,17
Barn_s_Beach,Liberia,Baja Norte,6.2322,-10.68215,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Regional Classic,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,2,3,5,0,2,1,2,1,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,17,22,20,16,15,15,18,22,20,20,15
Fisherman_s,Liberia,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Point-break,Left,Sandy with rock,Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,-1,4,0,4,2,3,4,1,2,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,20,20,21,23,17,15,13,17,20,24,12
mumba_point,Liberia,Baja Norte,6.32255,-10.8151,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Point-break,Left,Sandy with rock,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,-1,2,1,4,4,5,1,0,3,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,21,22,21,17,16,15,16,19,20,17,19
robertsport,Liberia,Baja Norte,6.739833333,-11.38411667,Week-end trip,Short walk (5-15 mn),OK,Public access,4x4,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-rocky,Left,Flat rocks with sand,Ledgey,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,1,2,2,3,4,6,2,0,3,3,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,20,20,23,18,15,15,13,18,22,21,17
