Spot,Country,Zone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Webcam url,DANGERS,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec
ekwata,Gabon,Gabon3,,,Starts working at  and holds up to ,,Left,SouthWest,,Empty,Hollow; Fun,Flat rocks with sand,Easy to find,SouthWest,Very Long (300 to 500 m),Experienced surfers,Long walk (&gt;30 mn),Public access,Sometimes break,Normal,Normal (50 to 150m),Empty,By boat only,Reef-rocky,,,,1,0,2,2,3,2,6,2,0,2,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,16,15,23,19,17,14,16,18,27,25,12
gomb,Gabon,Gabon2,0.323916667,9.31125,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Day trip,Left,SouthWest,Rising tide,Few surfers,Powerless,Sandy with rock,OK,Don't know,Exceptional (&gt;500m),Experienced surfers,Good walk (15-30 mn),Public access,Regular,Regional Classic,Very Long (300 to 500 m),Few surfers,By boat only,Point-break,Low and mid tide,,,2,2,4,3,2,4,5,1,2,2,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,16,19,18,17,13,16,20,22,21,16
guegue,Gabon,Gabon3,0.435966667,9.416583333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,In the city,Right and left,NorthWest; West; SouthWest,,Empty,Powerful; Powerless,Sandy,Easy to find,SouthEast; East,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Normal,Short (&amp;lt; 50m),Empty,4x4,Beach-break,,,,3,2,1,4,5,1,5,1,3,4,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,18,14,24,21,12,11,16,18,22,26,12
la_ferme,Gabon,Gabon3,,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Day trip,Right and left,SouthWest,Rising tide,Empty,Hollow; Ordinary,Sandy with rock,Hard to find,,Short (&amp;lt; 50m),All surfers,Good walk (15-30 mn),Private access,Don't know,Sloppy,Short (&amp;lt; 50m),Empty,4x4,Reef-rocky,Low and mid tide,,,4,0,1,4,3,3,5,3,0,3,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,20,18,20,19,13,12,16,19,26,26,17
palplanche,Gabon,Gabon1,,,Starts working at 2.5m-3m / 8ft-10ft and holds up to 5m / 16 ft and over,Take a car,Left,SouthWest,Rising and falling tides,Empty,Hollow; Fast; Fun,Sandy,OK,NorthEast,Normal (50 to 150m),All surfers,Short walk (5-15 mn),Public access,Sometimes break,Regional Classic,Short (&amp;lt; 50m),Crowded,4x4,Beach-break,Low tide only,,,3,2,2,4,4,2,4,3,2,3,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,16,15,20,20,13,14,14,22,25,21,16
pg2,Gabon,Gabon2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,Take a car,Right and left,SouthWest,,Empty,Fast; Powerful,Sandy,Easy to find,SouthEast; East,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Regional Classic,Normal (50 to 150m),Few surfers,4x4,,Mid tide,,,4,2,3,1,3,3,5,3,2,4,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,18,23,22,17,15,15,20,27,21,14
Kololi_Kotu___Kombo,Gambia,Gambia2,13.41633333,-16.74728333,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Take a car,Right and left,,Rising tide,Few surfers,Fast; Powerful,Sandy,OK,,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Sloppy,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,Don't know,,,3,1,2,1,2,3,3,1,1,2,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,18,18,19,22,14,15,18,22,22,26,14
secret_bay_,Gambia,Gambia2,13.14483333,-16.77666667,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Surf trip,Right and left,NorthWest; West; SouthWest; South,Rising and falling tides,Empty,Fun,Boulders,OK,Don't know,Normal (50 to 150m),All surfers,Short walk (5-15 mn),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Empty,,Reef-rocky,Mid and high tide,,,3,0,4,3,5,1,4,1,0,2,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,17,14,21,18,12,11,18,19,27,21,14
Senegambia_Beach,Gambia,Gambia1,13.4451,-16.72555,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,Take a car,Left,North; South; SouthEast; NorthEast,Rising tide,Empty,Hollow; Fast,Sandy,Easy to find,East,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,All tides,,,3,0,3,3,4,1,3,2,3,4,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,17,15,21,22,15,15,16,18,26,24,14
axim,Ghana,Ghana3,4.85815,-2.2458,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Don't know,Right and left,SouthWest; South,,Empty,,Reef (coral; sharp rocks etc..),Don't know,,,Experienced surfers,Don't know,Don't know,Sometimes break,Regional Classic,,Empty,Don't know,Point-break,,,,2,0,2,2,5,4,6,4,0,4,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,15,15,19,18,15,13,19,19,25,23,14
busua_beach_island,Ghana,Ghana3,4.8067,-1.927933333,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Take a car,Right and left,,Rising tide,Empty,,Sandy,Easy to find,,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Regional Classic,Short (&amp;lt; 50m),Empty,Paddle &gt; 20mn or Boat,Beach-break,Mid and high tide,,,2,3,3,3,4,1,5,4,2,1,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,20,15,24,17,14,14,14,20,22,25,12
cape_coast,Ghana,Ghana3,,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,In the city,,,,Empty,Powerful,,Easy to find,South,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Don't know,Sloppy,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,Low tide only,,,2,0,1,2,3,2,3,1,2,1,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,20,19,22,20,14,13,15,20,23,21,14
Cape_Three_Points,Ghana,Ghana1,,,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,Surf trip,Left,Don't know,,Empty,Powerful,Flat rocks with sand,Easy to find,SouthWest,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,World Class,Normal (50 to 150m),Few surfers,,Point-break,All tides,,,3,0,2,3,3,4,4,2,2,1,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,18,14,22,22,16,13,17,23,25,26,13
dixcove,Ghana,Ghana1,,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Week-end trip,Right,SouthWest,Rising and falling tides,Empty,Powerful; Ordinary,Sandy with rock,Easy to find,North; NorthEast,Normal (50 to 150m),All surfers,Short walk (5-15 mn),Public access,Regular,Normal,Short (&amp;lt; 50m),Empty,Don't know,Point-break,Mid and high tide,,,1,2,4,3,5,1,5,4,3,2,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,16,14,23,21,12,13,18,18,22,22,13
fete,Ghana,Ghana2,,,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Take a car,Right,,Rising and falling tides,Empty,,Sandy with rock,Easy to find,,Long (150 to 300 m),All surfers,Short walk (5-15 mn),Public access,Regular,Regional Classic,Short (&amp;lt; 50m),Empty,Don't know,Point-break,Low and mid tide,,,3,0,1,1,3,2,6,4,3,2,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,17,15,19,19,15,12,15,19,26,21,14
Katakor,Ghana,Ghana3,4.75085,-2.045683333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,Take a car,Right and left,West; SouthWest; South,Rising tide,Empty,Ordinary,Reef (coral; sharp rocks etc..),Hard to find,North; NorthWest; East; NorthEast,Long (150 to 300 m),Experienced surfers,Don't know,Public access,Regular,Regional Classic,Normal (50 to 150m),Empty,Don't know,Reef-rocky,Mid and high tide,,,2,3,1,1,2,4,4,1,1,1,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,15,17,22,18,12,13,15,19,27,25,13
krokrobite,Ghana,Ghana1,5.497583333,-0.35775,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Day trip,Right,SouthWest; South,Rising tide,Empty,Powerless,Sandy with rock,OK,North; NorthWest; East; NorthEast,Long (150 to 300 m),,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Long (150 to 300 m),Few surfers,4x4,Beach-break,Mid and high tide,,,4,2,4,3,3,3,4,2,0,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,15,19,20,22,15,11,14,21,22,23,15
labadi_beach,Ghana,Ghana3,5.53125,-0.214583333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,In the city,Right and left,South; SouthEast,,Empty,Ordinary; Ledgey,Sandy,Easy to find,South,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,,,,4,0,4,2,4,1,5,2,3,2,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,19,17,19,22,15,12,17,23,26,25,13
mia_mia,Ghana,Ghana2,,,Starts working at  and holds up to ,Take a car,Right and left,,Rising and falling tides,Empty,Ordinary,Sandy with rock,OK,,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Normal (50 to 150m),Empty,Don't know,Beach-break,Low and mid tide,,,3,1,1,4,3,2,6,2,3,2,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,15,15,22,19,14,10,14,20,25,25,13
mumford,Ghana,Ghana1,,,Starts working at  and holds up to ,Take a car,Right,SouthWest; South,,Empty,Powerless,Sandy with rock,Hard to find,North,Normal (50 to 150m),All surfers,Short walk (5-15 mn),,Regular,Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Point-break,Low and mid tide,,,1,1,4,2,3,1,3,3,3,2,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,20,16,23,17,13,13,14,23,23,26,15
new_ningo,Ghana,Ghana1,,,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,Take a car,Right,West; SouthWest; South; SouthEast,Rising and falling tides,Empty,Hollow; Fast; Powerful,Reef (coral; sharp rocks etc..),OK,West; SouthWest; South; SouthEast,Very Long (300 to 500 m),Experienced surfers,Short walk (5-15 mn),Public access,Sometimes break,Regional Classic,Normal (50 to 150m),Empty,Don't know,Reef-rocky,All tides,,,4,0,1,3,5,2,4,4,0,2,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,16,22,22,14,13,15,22,24,23,12
Pram_Pram,Ghana,Ghana3,5.701733333,0.105783333,Starts working at 1.5m-2m /5ft-6ft and holds up to Don't know,Take a car,Right and left,SouthWest; South,Rising and falling tides,Empty,Ordinary,Flat rocks with sand,OK,North; NorthWest; NorthEast,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Short (&amp;lt; 50m),Empty,,Reef-rocky,Mid and high tide,,,3,2,3,1,3,3,6,1,3,2,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,18,16,24,22,17,14,16,22,27,24,13
stilt_village,Ghana,Ghana2,,,Starts working at  and holds up to ,Take a car,,SouthWest; South,,Empty,Powerless,Sandy,Easy to find,,,,,Public access,Regular,Normal,,Empty,Don't know,,,,,3,1,2,2,5,4,6,3,0,2,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,16,18,24,22,13,12,16,19,26,25,13
Turtle_Beach,Ghana,Ghana2,4.850766667,-2.23375,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Take a car,Right and left,,,Empty,,Sandy with rock,Easy to find,,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Private access,Regular,Normal,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,All tides,,,2,1,4,3,5,2,4,4,3,2,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,15,19,21,20,16,13,16,20,23,26,14
assinie,Ivory_Coast,Ivory_Coast1,5.12565,-3.290833333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Day trip,Right and left,,,Empty,Fun,Sandy,Easy to find,,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Normal,Short (&amp;lt; 50m),Crowded,Don't know,Sand-bar,,,,1,3,1,4,3,4,3,4,1,3,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,15,17,24,22,13,12,19,19,23,26,12
baie_des_sirenes,Ivory_Coast,Ivory_Coast3,,,Starts working at  and holds up to ,,Right,,,,Fun,Reef (coral;sharp rocks etc..) with sand,,,Long (150 to 300 m),,,,Don't know,,Long (150 to 300 m),,Don't know,Reef-coral,,,,4,1,3,4,2,1,5,3,3,4,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,16,24,21,13,10,18,18,27,24,14
bassam,Ivory_Coast,Ivory_Coast3,,,Starts working at  and holds up to ,Take a car,Right and left,SouthWest; South; SouthEast,,,Powerful; Fun,Sandy,Easy to find,North; NorthWest; NorthEast,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),,Very consistent (150 day/year),Regional Classic,Short (&amp;lt; 50m),,Don't know,Beach-break,,,,3,2,4,2,3,2,5,1,0,1,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,19,15,23,19,16,11,19,23,25,21,12
dagbego,Ivory_Coast,Ivory_Coast2,,,Starts working at  and holds up to ,Week-end trip,Right,,,Empty,Fun,Sandy,OK,,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Private access,Regular,Normal,Normal (50 to 150m),Empty,4x4,Sand-bar,,,,1,3,3,1,3,1,4,3,2,3,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,20,16,20,20,12,14,14,18,26,23,17
grand_drewin,Ivory_Coast,Ivory_Coast2,4.915583333,-6.147716667,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,Week-end trip,Right,,,Empty,Powerful; Ordinary; Fun,Sandy with rock,OK,,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Don't know,Regional Classic,Normal (50 to 150m),Empty,4x4,Point-break,,,,2,3,3,4,5,4,6,1,0,2,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,16,18,24,21,13,12,17,19,25,26,14
grand_lahou,Ivory_Coast,Ivory_Coast2,,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,In the city,Right and left,SouthWest; South; SouthEast,Rising tide,Empty,Fun,Sandy,Easy to find,,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),,Don't know,,Normal (50 to 150m),Empty,Don't know,Sand-bar,,,,2,3,1,1,5,2,6,2,3,4,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,15,14,20,18,16,13,14,23,24,26,15
Indicator,Ivory_Coast,Ivory_Coast2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Take a car,Right,NorthEast,Rising tide,Empty,Fast; Powerful,Sandy,OK,SouthWest,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Sloppy,Short (&amp;lt; 50m),Empty,Don't know,Sand-bar,Low and mid tide,,,1,2,4,3,5,1,5,2,1,3,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,20,18,20,21,16,11,16,22,23,21,12
Monogaga,Ivory_Coast,Ivory_Coast3,,,Starts working at 2m-2.5m / 6ft-8ft and holds up to 5m / 16 ft and over,Week-end trip,Right,SouthWest; South,,Empty,Fun,Reef (coral;sharp rocks etc..) with sand,,,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Rarely break (5day/year),Normal,Long (150 to 300 m),Empty,4x4,Reef-rocky,All tides,,,2,2,3,3,2,3,5,4,2,4,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,15,15,22,21,16,14,19,23,24,21,13
baobabs,Kenya,Kenya2,,,Starts working at 2m-2.5m / 6ft-8ft and holds up to 2m+ / 6ft+,Take a car,Left,SouthEast; East; NorthEast,Falling tide,Empty,Ordinary,Reef (coral; sharp rocks etc..),Easy to find,West; SouthWest,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Sloppy,Short (&amp;lt; 50m),Empty,Don't know,Reef-rocky,Low and mid tide,,,1,3,4,4,4,2,6,1,1,2,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,17,19,20,18,15,12,18,20,24,22,12
malindi_bay,Kenya,Kenya1,-3.19785,40.1255,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,In the city,Right and left,SouthEast; East,Falling tide,Empty,Fun,Sandy,Easy to find,West,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Sloppy,Short (&amp;lt; 50m),Few surfers,4x4,Beach-break,All tides,,,1,0,1,3,3,4,3,2,3,2,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,16,15,19,20,12,13,17,22,26,21,14
mombasa_channel,Kenya,Kenya1,-4.363933333,39.56383333,Starts working at 2m-2.5m / 6ft-8ft and holds up to 3m+ / 10ft+,Take a car,Right and left,SouthEast; East; NorthEast,Rising and falling tides,Empty,Hollow; Ordinary; Fun,Reef (coral; sharp rocks etc..),Easy to find,NorthWest; West; SouthWest,Long (150 to 300 m),Experienced surfers,Short walk (5-15 mn),Public access,Sometimes break,Normal,Normal (50 to 150m),Empty,Don't know,Reef-coral,Low and mid tide,,,4,3,1,3,5,2,4,2,0,3,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,18,16,23,20,14,15,17,22,23,22,16
Watamu_Bay,Kenya,Kenya3,-3.352266667,40.02688333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,In the city,Right and left,Don't know,Rising and falling tides,Empty,Hollow; Fast; Powerful,Reef (coral; sharp rocks etc..),Easy to find,Don't know,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Rarely break (5day/year),Regional Classic,Short (&amp;lt; 50m),Empty,Paddle &gt; 20mn or Boat,Reef-coral,Mid and high tide,,,4,1,4,3,5,4,4,1,2,3,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,18,16,23,17,17,13,18,20,25,25,14
8th_street,Liberia,Liberia1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,In the city,Right and left,NorthWest; West; SouthWest,Rising and falling tides,Empty,Hollow; Fast; Powerful,Sandy,Easy to find,,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Regional Classic,Normal (50 to 150m),Empty,Don't know,Sand-bar,All tides,,,2,3,4,2,3,4,4,1,0,1,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,20,19,19,21,13,12,19,22,22,23,14
Barn_s_Beach,Liberia,Liberia1,6.2322,-10.68215,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,Take a car,Right and left,NorthEast,Rising and falling tides,Empty,Powerful,Sandy,Easy to find,SouthWest,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Regional Classic,Short (&amp;lt; 50m),Few surfers,4x4,Beach-break,Low and mid tide,,,4,0,3,3,3,2,6,4,3,2,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,15,19,24,18,12,11,15,23,25,23,13
Fisherman_s,Liberia,Liberia1,,,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,In the city,Left,NorthWest; West; SouthWest,Rising and falling tides,Empty,Powerful; Fun,Sandy with rock,OK,,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Regional Classic,Normal (50 to 150m),Empty,Don't know,Point-break,All tides,,,1,3,2,3,2,4,3,2,3,4,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,19,15,23,17,14,10,15,19,25,25,15
mumba_point,Liberia,Liberia3,6.32255,-10.8151,Starts working at  and holds up to ,In the city,Left,,,Empty,Fun,Sandy with rock,Easy to find,,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Short (&amp;lt; 50m),Empty,Don't know,Point-break,All tides,,,3,2,3,1,5,3,6,4,1,1,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,16,15,19,18,13,11,16,18,24,26,15
robertsport,Liberia,Liberia3,6.739833333,-11.38411667,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,Week-end trip,Left,NorthWest; West; SouthWest,Falling tide,Empty,Ledgey,Flat rocks with sand,OK,,Long (150 to 300 m),Experienced surfers,Short walk (5-15 mn),Public access,Very consistent (150 day/year),Regional Classic,Normal (50 to 150m),Empty,4x4,Reef-rocky,All tides,,,1,2,3,1,5,2,5,1,3,4,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,16,19,21,21,13,15,17,23,23,26,16
Silver_Beach,Liberia,Liberia2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Take a car,Right and left,NorthWest; West; SouthWest,Rising and falling tides,Empty,Fast; Powerful; Powerless,Sandy,Easy to find,,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Don't know,Regional Classic,Normal (50 to 150m),Few surfers,Don't know,Beach-break,All tides,,,2,0,3,3,5,2,5,3,0,3,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,17,16,22,20,17,11,18,23,27,22,12
Tico_s_Point,Liberia,Liberia3,5.839733333,-10.02691667,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Take a car,Right and left,Don't know,Rising and falling tides,Empty,Hollow; Fast; Fun,Sandy,OK,Don't know,Normal (50 to 150m),All surfers,Don't know,Public access,Sometimes break,Regional Classic,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,Mid tide,,,1,2,1,4,3,2,4,3,3,1,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,15,24,19,16,13,17,19,26,26,13
tareg_al_shat,Libya,Libya2,,,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,In the city,Right,,,Empty,Fun; Powerless; Ledgey; Slab,Sandy with rock,Easy to find,,Don't know,All surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Normal,Don't know,Empty,Paddle &gt; 20mn or Boat,Point-break,,,,3,2,3,1,3,2,3,2,2,4,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,16,14,23,20,12,13,16,22,24,24,14
ambila_lamentsa,Madagascar,Madagascar3,-18.85928333,49.14968333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,Sell the house; wife and kids,Right and left,East,Rising tide,Empty,Hollow; Fast; Powerful,Sandy,Hard to find,West,Long (150 to 300 m),All surfers,Long walk (&gt;30 mn),Public access,Regular,Regional Classic,Normal (50 to 150m),Empty,4x4,Sand-bar,All tides,,,2,2,4,2,5,4,4,4,1,2,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,18,17,20,21,12,15,15,18,25,22,16
anakao__nosy_ve,Madagascar,Madagascar2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,,Left,West; SouthWest,,Empty,Hollow; Fast; Powerful,Reef (coral; sharp rocks etc..),,East,Long (150 to 300 m),Experienced surfers,,,Regular,World Class,Normal (50 to 150m),Empty,By boat only,Reef-coral,Low and mid tide,,,1,2,3,1,4,2,6,4,0,1,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,15,18,22,22,12,10,15,19,23,24,13
androka,Madagascar,Madagascar1,,,Starts working at  and holds up to ,Week-end trip,Right and left,West; SouthWest,,Empty,Fast; Powerful,Reef (coral; sharp rocks etc..),Hard to find,East; NorthEast,Long (150 to 300 m),Experienced surfers,,,Regular,Regional Classic,Normal (50 to 150m),Empty,By boat only,Reef-rocky,,,,4,2,3,2,3,2,5,1,1,2,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,15,15,22,19,16,10,17,23,25,26,14
