Spot,Continent,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Zone url,BestSurfing_JanFeb, BestSurfing_MarApr, BestSurfing_MayJun, BestSurfing_JulAug, BestSurfing_SepOct, BestSurfing_NovDec, TypicalSwell_JanFeb, TypicalSwell_MarApr, TypicalSwell_MayJun, TypicalSwell_JulAug, TypicalSwell_SepOct, TypicalSwell_NovDec, SurfEquipment_JanFeb, SurfEquipment_MarApr, SurfEquipment_MayJun, SurfEquipment_JulAug, SurfEquipment_SepOct, SurfEquipment_NovDec, WaterTemp_JanFeb, WaterTemp_MarApr, WaterTemp_MayJun, WaterTemp_JulAug, WaterTemp_SepOct, WaterTemp_NovDec, AirTemp_JanFeb, AirTemp_MarApr, AirTemp_MayJun, AirTemp_JulAug, AirTemp_SepOct, AirTemp_NovDec
ponta_zavora,Africa,Mozambique,,,,-24.51745,35.20516667,Week-end trip,Instant access (&amp;lt; 5min),OK,Public access,4x4,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Hollow; Powerful; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),SouthEast; East,NorthWest; West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Low tide only,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/Africa/Mozambique/index.html,1,1,2,2,2,1,1,1,2,2,1,1,Boardshorts,Boardshorts,Shorty,Shorty,Boardshorts,Boardshorts,77,77,73,72,72,75,81,77,73,73,75,79
tofhino,Africa,Mozambique,,,,-23.86546667,35.55285,Day trip,Short walk (5-15 mn),OK,Public access,4x4,Totally Epic,Experienced surfers,Regular,Reef-coral,Right,Reef (coral;sharp rocks etc..) with sand,,Short (&amp;lt; 50m),Very Long (300 to 500 m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Low and mid tide,Falling tide,Empty,Empty,http://www.wannasurf.com/spot/Africa/Mozambique/index.html,1,1,2,2,2,1,1,1,2,2,1,1,Boardshorts,Boardshorts,Shorty,Shorty,Boardshorts,Boardshorts,77,77,73,72,72,75,81,77,73,73,75,79
affenrucken_point,Africa,Namibia,,,,-27.93071667,15.67551667,Surf trip,Good walk (15-30 mn),Hard to find,Private access,4x4,World Class,Experienced surfers,Very consistent (150 day/year),Point-break,Left,Reef (coral;sharp rocks etc..) with sand,Fun; Powerless,Normal (50 to 150m),Long (150 to 300 m),West; SouthWest,NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Low and mid tide,Falling tide,Empty,Empty,http://www.wannasurf.com/spot/Africa/Namibia/index.html,1,1,1,2,1,1,1,1,2,1,1,1,Fullsuit,Fullsuit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,46,46,43,43,46,50,57,57,52,50,54,61
angras_juntas_left,Africa,Namibia,,,,-27.74803333,15.54621667,Surf trip,Good walk (15-30 mn),Hard to find,Private access,4x4,Totally Epic,Experienced surfers,Very consistent (150 day/year),,,Reef (coral; sharp rocks etc..),Hollow; Powerful,Long (150 to 300 m),Very Long (300 to 500 m),West; SouthWest,NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/Africa/Namibia/index.html,1,1,1,2,1,1,1,1,2,1,1,1,Fullsuit,Fullsuit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,46,46,43,43,46,50,57,57,52,50,54,61
Unnamed,Africa,Namibia,,,,-21.51666667,13.85,Day trip,Instant access (&amp;lt; 5min),Easy to find,Private access,4x4,World Class,All surfers,Very consistent (150 day/year),Point-break,Left,Flat rocks with sand,,Very Long (300 to 500 m),Exceptional (&gt;500m),,,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Falling tide,Empty,Empty,http://www.wannasurf.com/spot/Africa/Namibia/index.html,1,1,1,2,1,1,1,1,2,1,1,1,Fullsuit,Fullsuit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,46,46,43,43,46,50,57,57,52,50,54,61
cape_cross,Africa,Namibia,,,,-21.75625,13.96575,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,World Class,All surfers,Very consistent (150 day/year),Point-break,Left,Sandy with rock,Fun,Long (150 to 300 m),Exceptional (&gt;500m),NorthWest; West; SouthWest; South,SouthWest; South,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/Africa/Namibia/index.html,1,1,1,2,1,1,1,1,2,1,1,1,Fullsuit,Fullsuit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,46,46,43,43,46,50,57,57,52,50,54,61
delarey_point,Africa,Namibia,,,,-27.66326667,15.52483333,Week-end trip,Good walk (15-30 mn),Hard to find,Private access,4x4,World Class,Experienced surfers,Very consistent (150 day/year),Reef-rocky,Left,Reef (coral; sharp rocks etc..),Hollow; Powerful; Fun,Long (150 to 300 m),Exceptional (&gt;500m),West; SouthWest,NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Africa/Namibia/index.html,1,1,1,2,1,1,1,1,2,1,1,1,Fullsuit,Fullsuit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,46,46,43,43,46,50,57,57,52,50,54,61
east_hill_point,Africa,Namibia,,,,-25.43831667,14.84115,Surf trip,Good walk (15-30 mn),Hard to find,Private access,4x4,World Class,All surfers,Very consistent (150 day/year),Point-break,Left,Sandy with rock,Hollow; Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),West; SouthWest,NorthEast,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/Africa/Namibia/index.html,1,1,1,2,1,1,1,1,2,1,1,1,Fullsuit,Fullsuit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,46,46,43,43,46,50,57,57,52,50,54,61
elizabeth_bay,Africa,Namibia,,,,-26.94496667,15.22965,Surf trip,Good walk (15-30 mn),Hard to find,Private access,4x4,Totally Epic,Experienced surfers,Very consistent (150 day/year),Point-break,Left,Reef (coral; sharp rocks etc..),Hollow; Powerful; Ledgey,Very Long (300 to 500 m),Exceptional (&gt;500m),West; SouthWest,NorthEast,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,,,Empty,Empty,http://www.wannasurf.com/spot/Africa/Namibia/index.html,1,1,1,2,1,1,1,1,2,1,1,1,Fullsuit,Fullsuit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,46,46,43,43,46,50,57,57,52,50,54,61
guns,Africa,Namibia,,,,-22.84501667,14.53645,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,World Class,Experienced surfers,Don't know,Reef-rocky,Left,Flat rocks with sand,Hollow; Powerful,,Normal (50 to 150m),West; SouthWest,East; NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,Low and mid tide,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/Africa/Namibia/index.html,1,1,1,2,1,1,1,1,2,1,1,1,Fullsuit,Fullsuit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,46,46,43,43,46,50,57,57,52,50,54,61
hottentot_bay,Africa,Namibia,,,,-26.13486667,14.9439,Surf trip,Good walk (15-30 mn),Hard to find,Private access,4x4,Totally Epic,Experienced surfers,Very consistent (150 day/year),Point-break,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey,Normal (50 to 150m),Very Long (300 to 500 m),West; SouthWest,NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Mid and high tide,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/Africa/Namibia/index.html,1,1,1,2,1,1,1,1,2,1,1,1,Fullsuit,Fullsuit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,46,46,43,43,46,50,57,57,52,50,54,61
Luderitz_Wedge,Africa,Namibia,,,,-26.30445,14.953,Day trip,Long walk (&gt;30 mn),OK,Private access,4x4,Totally Epic,Pros or kamikaze only...,Very consistent (150 day/year),Don't know,Right,Reef (coral;sharp rocks etc..) with sand,Hollow; Powerful; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),West; SouthWest,East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Africa/Namibia/index.html,1,1,1,2,1,1,1,1,2,1,1,1,Fullsuit,Fullsuit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,46,46,43,43,46,50,57,57,52,50,54,61
ovahimba_point,Africa,Namibia,,,,-18.83286667,12.38716667,Surf trip,Long walk (&gt;30 mn),Hard to find,Private access,4x4,Totally Epic,Pros or kamikaze only...,Regular,Point-break,Left,Flat rocks with sand,Hollow; Fast; Powerful; Ledgey,Long (150 to 300 m),Exceptional (&gt;500m),West; SouthWest,NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/Africa/Namibia/index.html,1,1,1,2,1,1,1,1,2,1,1,1,Fullsuit,Fullsuit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,46,46,43,43,46,50,57,57,52,50,54,61
pelican_point,Africa,Namibia,,,,-22.89183333,14.43535,Day trip,Instant access (&amp;lt; 5min),Hard to find,,4x4,Regional Classic,All surfers,Very consistent (150 day/year),Sand-bar,Left,Sandy,Hollow; Fast; Ledgey,Very Long (300 to 500 m),Exceptional (&gt;500m),West; SouthWest,East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Africa/Namibia/index.html,1,1,1,2,1,1,1,1,2,1,1,1,Fullsuit,Fullsuit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,46,46,43,43,46,50,57,57,52,50,54,61
spencer_bay,Africa,Namibia,,,,-25.73148333,14.83806667,Week-end trip,Long walk (&gt;30 mn),Hard to find,Private access,4x4,Totally Epic,Experienced surfers,Regular,Point-break,Left,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast,Long (150 to 300 m),Exceptional (&gt;500m),West; SouthWest,East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,All tides,,Empty,Empty,http://www.wannasurf.com/spot/Africa/Namibia/index.html,1,1,1,2,1,1,1,1,2,1,1,1,Fullsuit,Fullsuit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,46,46,43,43,46,50,57,57,52,50,54,61
vineta_point,Africa,Namibia,,,,-22.64463333,14.52545,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Regular,Reef-rocky,Right and left,Flat rocks,Hollow; Fast; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),,SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,Mid and high tide,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/Africa/Namibia/index.html,1,1,1,2,1,1,1,1,2,1,1,1,Fullsuit,Fullsuit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,46,46,43,43,46,50,57,57,52,50,54,61
Lighthouse_beach,Africa,Nigeria,,,,6.394466667,3.394783333,Day trip,Long walk (&gt;30 mn),OK,Public access,By boat only,Normal,Experienced surfers,Regular,Sand-bar,Right and left,Sandy,Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South,North; NorthWest; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,All tides,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/Africa/Nigeria/index.html,1,1,1,1,1,1,1,1,1,2,1,2,Calzones de surf,Calzones de surf,Calzones de surf,Calzones de surf,Calzones de surf,Calzones de surf,82,82,81,77,81,82,84,82,82,77,79,81
shipwreck,Africa,Nigeria,,,,6.400683333,3.13795,Surf trip,Short walk (5-15 mn),Hard to find,Public access,By boat only,Regional Classic,All surfers,Very consistent (150 day/year),Reef-artificial,Right,Sandy,Fun; Powerless,Normal (50 to 150m),Normal (50 to 150m),South,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,,Empty,Empty,http://www.wannasurf.com/spot/Africa/Nigeria/index.html,1,1,1,1,1,1,1,1,1,2,1,2,Calzones de surf,Calzones de surf,Calzones de surf,Calzones de surf,Calzones de surf,Calzones de surf,82,82,81,77,81,82,84,82,82,77,79,81
tarqua_bay,Africa,Nigeria,,,,6.402133333,3.394783333,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,By boat only,Regional Classic,All surfers,Don't know,Breakwater/jetty,Right,Sandy,Hollow; Fun; Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South,NorthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,High tide only,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/Africa/Nigeria/index.html,1,1,1,1,1,1,1,1,1,2,1,2,Calzones de surf,Calzones de surf,Calzones de surf,Calzones de surf,Calzones de surf,Calzones de surf,82,82,81,77,81,82,84,82,82,77,79,81
aigrettes_left,Africa,Reunion,,,,-21.037,55.21676667,,,OK,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Reef-coral,Left,,,,,West,SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,,,,,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
Aigrettes_Right,Africa,Reunion,,,,-21.03446667,55.21806667,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast,Short (&amp;lt; 50m),Normal (50 to 150m),West; SouthWest; South,North; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
black_rocks_right,Africa,Reunion,,,,-21.05348333,55.22251667,In the city,,Easy to find,,Don't know,Normal,,Don't know,,,,Ordinary; Fun; Powerless,,,NorthWest; West,SouthEast; NorthEast,Starts working at  and holds up to ,,,,,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
Boucan_left,Africa,Reunion,,,,-21.02835,55.22458333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Fun,Normal (50 to 150m),Normal (50 to 150m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Don't know,Few surfers,Ultra crowded,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
Boucan_right,Africa,Reunion,,,,-21.02695,55.22511667,,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Don't know,Reef-coral,Right,,Hollow,Short (&amp;lt; 50m),Normal (50 to 150m),,South; SouthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,,,Empty,Crowded,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
butor,Africa,Reunion,,,,-21.03886667,55.7226,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Reef-rocky,Right and left,Boulders,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South; SouthEast,SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,,Few surfers,Few surfers,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
Cahera,Africa,Reunion,,,,-21.04875,55.21828333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,World Class,Experienced surfers,Rarely break (5day/year),Reef-coral,Right,Reef (coral; sharp rocks etc..),Fast; Powerful,Short (&amp;lt; 50m),Long (150 to 300 m),North,SouthEast; NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,Mid tide,Don't know,Empty,Few surfers,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
derriere,Africa,Reunion,,,,-21.02608333,55.22601667,In the city,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,Experienced surfers,Don't know,Reef-coral,Left,Reef (coral; sharp rocks etc..),Fast; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),,West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
etang_sale,Africa,Reunion,,,,-21.26381667,55.32843333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at Less than 1m / 3ft and holds up to Don't know,All tides,Don't know,Few surfers,Crowded,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
etang_sale_bridge_-_le_tournant,Africa,Reunion,,,,-21.25813333,55.32821667,Take a car,Short walk (5-15 mn),OK,Public access,Paddle &gt; 20mn or Boat,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy with rock,Hollow; Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South,,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,All tides,Rising tide,Few surfers,Crowded,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
Hermitage_left,Africa,Reunion,,,,-21.08588333,55.2231,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),Don't know,Don't know,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,All tides,Don't know,Few surfers,Crowded,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
Hermitage_right,Africa,Reunion,,,,-21.08551667,55.22235,,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Regular,Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),West; SouthWest,North; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,,,Few surfers,Few surfers,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
kelonia___la_ferme_corail,Africa,Reunion,,,,-21.15433333,55.27823333,Take a car,Instant access (&amp;lt; 5min),Easy to find,,Paddle &gt; 20mn or Boat,World Class,Pros or kamikaze only...,Sometimes break,Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Slab,Short (&amp;lt; 50m),Normal (50 to 150m),South; SouthEast; East; NorthEast,East; NorthEast,Starts working at 2m-2.5m / 6ft-8ft and holds up to 4m+ / 12ft,,,Empty,Empty,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
Turtle_reef,Africa,Reunion,,,,-21.15523333,55.28126667,Take a car,Instant access (&amp;lt; 5min),Easy to find,,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South,SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,,Crowded,Ultra crowded,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
le_jetty_st_pierre,Africa,Reunion,,,,-21.34691667,55.47643333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,World Class,Pros or kamikaze only...,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast,North; NorthEast,Starts working at Less than 1m / 3ft and holds up to 5m / 16 ft and over,All tides,,Few surfers,Crowded,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
Manapany,Africa,Reunion,,,,-21.37361667,55.58751667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Don't know,Don't know,Normal,Experienced surfers,Don't know,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Powerful,Normal (50 to 150m),Normal (50 to 150m),West; SouthWest,East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,,,Empty,Few surfers,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
evil_peak,Africa,Reunion,,,,-21.33135,55.45301667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Don't know,Reef-coral,Right,Reef (coral; sharp rocks etc..),Powerful,Normal (50 to 150m),Long (150 to 300 m),South,North,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,All tides,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
Saint_Leu,Africa,Reunion,,,,-21.16513333,55.28448333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,World Class,Experienced surfers,Don't know,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast,Normal (50 to 150m),Long (150 to 300 m),SouthWest,South; SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,,,Few surfers,Crowded,http://www.wannasurf.com/spot/Africa/Reunion/index.html,1,2,2,2,2,2,2,3,4,4,3,2,Short de bain,Short de bain,Short de bain,Shorty,Short de bain,Short de bain,82,81,79,75,77,79,81,79,77,77,75,77
