Spot,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,
dagbego,Ivory_Coast,,,,,,Week-end trip,Instant access (&amp;lt; 5min),OK,Private access,4x4,Normal,All surfers,Regular,Sand-bar,Right,Sandy,Fun,Normal (50 to 150m),Normal (50 to 150m),,,Starts working at  and holds up to ,,,Empty,Empty,
grand_drewin,Ivory_Coast,,,,4.91558333333,-6.14771666667,Week-end trip,Instant access (&amp;lt; 5min),OK,Public access,4x4,Regional Classic,All surfers,Don't know,Point-break,Right,Sandy with rock,Powerful; Ordinary; Fun,Normal (50 to 150m),Normal (50 to 150m),,,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,,,Empty,Empty,
grand_lahou,Ivory_Coast,,,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,,Don't know,,All surfers,Don't know,Sand-bar,Right and left,Sandy,Fun,Normal (50 to 150m),Normal (50 to 150m),SouthWest; South; SouthEast,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,,Rising tide,Empty,Empty,
Indicator,Ivory_Coast,,,,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Sloppy,Experienced surfers,Sometimes break,Sand-bar,Right,Sandy,Fast; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthEast,SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Rising tide,Empty,Empty,
Monogaga,Ivory_Coast,,,,,,Week-end trip,Instant access (&amp;lt; 5min),,Public access,4x4,Normal,All surfers,Rarely break (5day/year),Reef-rocky,Right,Reef (coral;sharp rocks etc..) with sand,Fun,Long (150 to 300 m),Long (150 to 300 m),SouthWest; South,,Starts working at 2m-2.5m / 6ft-8ft and holds up to 5m / 16 ft and over,All tides,,Empty,Empty,
baobabs,Kenya,,,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,Experienced surfers,Sometimes break,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),SouthEast; East; NorthEast,West; SouthWest,Starts working at 2m-2.5m / 6ft-8ft and holds up to 2m+ / 6ft+,Low and mid tide,Falling tide,Empty,Empty,
malindi_bay,Kenya,,,,-3.19785,40.1255,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Sloppy,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),SouthEast; East,West,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Falling tide,Empty,Few surfers,
mombasa_channel,Kenya,,,,-4.36393333333,39.5638333333,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,Experienced surfers,Sometimes break,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Ordinary; Fun,Normal (50 to 150m),Long (150 to 300 m),SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at 2m-2.5m / 6ft-8ft and holds up to 3m+ / 10ft+,Low and mid tide,Rising and falling tides,Empty,Empty,
Watamu_Bay,Kenya,,,,-3.35226666667,40.0268833333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Rarely break (5day/year),Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),Don't know,Don't know,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising and falling tides,Empty,Empty,
8th_street,Liberia,,,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Sand-bar,Right and left,Sandy,Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),NorthWest; West; SouthWest,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Empty,Empty,
Barn_s_Beach,Liberia,,,,6.2322,-10.68215,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Regional Classic,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthEast,SouthWest,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,Low and mid tide,Rising and falling tides,Empty,Few surfers,
Fisherman_s,Liberia,,,,,,In the city,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Point-break,Left,Sandy with rock,Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West; SouthWest,,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Empty,Empty,
mumba_point,Liberia,,,,6.32255,-10.8151,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Point-break,Left,Sandy with rock,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at  and holds up to ,All tides,,Empty,Empty,
robertsport,Liberia,,,,6.73983333333,-11.3841166667,Week-end trip,Short walk (5-15 mn),OK,Public access,4x4,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-rocky,Left,Flat rocks with sand,Ledgey,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West; SouthWest,,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,All tides,Falling tide,Empty,Empty,
Silver_Beach,Liberia,,,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Don't know,Beach-break,Right and left,Sandy,Fast; Powerful; Powerless,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West; SouthWest,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,All tides,Rising and falling tides,Empty,Few surfers,
Tico_s_Point,Liberia,,,,5.83973333333,-10.0269166667,Take a car,Don't know,OK,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Hollow; Fast; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),Don't know,Don't know,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid tide,Rising and falling tides,Empty,Empty,
tareg_al_shat,Libya,,,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Normal,All surfers,Sometimes break,Point-break,Right,Sandy with rock,Fun; Powerless; Ledgey; Slab,Don't know,Don't know,,,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,,,Empty,Empty,
ambila_lamentsa,Madagascar,,,,-18.8592833333,49.1496833333,Sell the house; wife and kids,Long walk (&gt;30 mn),Hard to find,Public access,4x4,Regional Classic,All surfers,Regular,Sand-bar,Right and left,Sandy,Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),East,West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,All tides,Rising tide,Empty,Empty,
anakao__nosy_ve,Madagascar,,,,,,,,,,By boat only,World Class,Experienced surfers,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),West; SouthWest,East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,Low and mid tide,,Empty,Empty,
androka,Madagascar,,,,,,Week-end trip,,Hard to find,,By boat only,Regional Classic,Experienced surfers,Regular,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),West; SouthWest,East; NorthEast,Starts working at  and holds up to ,,,Empty,Empty,
ankaninoof,Madagascar,,,,,,Surf trip,Instant access (&amp;lt; 5min),OK,Public access,By boat only,Regional Classic,Experienced surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),East,West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,,,Empty,Empty,
antalaha,Madagascar,,,,,,In the city,,OK,,By boat only,Regional Classic,Experienced surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Fast,Normal (50 to 150m),Long (150 to 300 m),SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Low and mid tide,Rising and falling tides,Empty,Empty,
Concussion_Bowls,Madagascar,,,,,,Sell the house; wife and kids,Long walk (&gt;30 mn),Hard to find,Public access,By plane only,Regional Classic,Pros or kamikaze only...,Sometimes break,Beach-break,Right,Sandy with rock,Hollow; Powerful; Ledgey; Slab,Short (&amp;lt; 50m),Normal (50 to 150m),SouthEast,West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Low tide only,Rising and falling tides,Empty,Empty,
corre,Madagascar,,,,-18.8612333333,49.1488,Surf trip,Instant access (&amp;lt; 5min),Hard to find,Public access,Don't know,Normal,All surfers,Regular,Sand-bar,Left,Sandy,Hollow; Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),East,West,Starts working at  and holds up to ,,,Empty,Empty,
evatra,Madagascar,,,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Regular,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Fast,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest,NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,,,Empty,Empty,
flameballs,Madagascar,,,,-23.6268333333,43.5854666667,Surf trip,Don't know,Hard to find,Don't know,By boat only,World Class,Experienced surfers,Regular,Point-break,Left,Reef (coral; sharp rocks etc..),,Very Long (300 to 500 m),,,,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,High tide only,Rising and falling tides,Empty,Empty,
ifaty,Madagascar,,,,-23.1153833333,43.52585,Day trip,,OK,Public access,By boat only,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast,Long (150 to 300 m),Long (150 to 300 m),West; SouthWest; South,SouthWest; NorthEast; Don't know,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,Don't know,Don't know,Empty,Empty,
La_Pointe_,Madagascar,,,,,,Week-end trip,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Regional Classic,Experienced surfers,Regular,Reef-coral,Right,Reef (coral; sharp rocks etc..),Ordinary,Normal (50 to 150m),Long (150 to 300 m),NorthEast,East,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Falling tide,Empty,Empty,
lavanono,Madagascar,,,,-25.4247666667,44.9385166667,Take a car,Instant access (&amp;lt; 5min),Hard to find,Public access,4x4,Regional Classic,All surfers,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Fun,Short (&amp;lt; 50m),Long (150 to 300 m),SouthWest; South; SouthEast,North; NorthWest; West; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 5m / 16 ft and over,Low and mid tide,,Empty,Empty,
libanono,Madagascar,,,,-25.0387666667,46.97865,In the city,Instant access (&amp;lt; 5min),,,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy,Fast,Normal (50 to 150m),,South; SouthEast; East,North; NorthEast,Starts working at  and holds up to ,,,,Empty,
Mahambo,Madagascar,,,,-17.4788833333,49.4730166667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-rocky,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),,NorthEast,Starts working at Less than 1m / 3ft and holds up to ,All tides,Don't know,Empty,Empty,
monseigneur,Madagascar,,,,-25.02495,47.0056833333,In the city,Short walk (5-15 mn),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Right,Flat rocks,Fun,Normal (50 to 150m),Normal (50 to 150m),SouthWest; South; SouthEast; East,South; SouthEast,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,,,Empty,Empty,
Safari_Vezo_house_break,Madagascar,,,,,,,,Easy to find,Public access,Paddle &gt; 20mn or Boat,Normal,Beginners wave,Sometimes break,Reef-coral,Right and left,Reef (coral;sharp rocks etc..) with sand,Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),Don't know,Don't know,Starts working at 2.5m-3m / 8ft-10ft and holds up to Don't know,Low tide only,Don't know,Few surfers,,
sainte_marie_island,Madagascar,,,,,,Day trip,Short walk (5-15 mn),OK,,Don't know,Normal,Experienced surfers,Sometimes break,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Fast,Short (&amp;lt; 50m),Normal (50 to 150m),SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,Mid tide,,Empty,Empty,
tiger_s_head,Madagascar,,,,,,Surf trip,Long walk (&gt;30 mn),Hard to find,Public access,By boat only,Regional Classic,Experienced surfers,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Fast,Normal (50 to 150m),Long (150 to 300 m),SouthWest; South; SouthEast,North; NorthWest; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to ,All tides,Rising and falling tides,Empty,Empty,
TT_s,Madagascar,,,,,,Day trip,Good walk (15-30 mn),Hard to find,Don't know,By boat only,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast,Normal (50 to 150m),Long (150 to 300 m),SouthWest,SouthEast; East; NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,High tide only,Rising tide,Empty,Empty,
vinanibe_lake,Madagascar,,,,-25.05325,46.9995166667,Take a car,Short walk (5-15 mn),OK,Public access,Don't know,Regional Classic,All surfers,Regular,Sand-bar,Right and left,Sandy,Fast; Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast; East,North; NorthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Empty,Empty,
Le_Wharf__ancien_port_,Mauritania,,,,,,Take a car,Short walk (5-15 mn),OK,Public access,Don't know,Sloppy,All surfers,Sometimes break,Breakwater/jetty,Right,Sandy,Fast; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Don't know,Empty,Empty,
bernache,Mauritius,,,,-20.0060833333,57.6951666667,Don't know,Instant access (&amp;lt; 5min),Easy to find,Public access,By boat only,World Class,All surfers,Regular,Reef-coral,Right,Reef (coral;sharp rocks etc..) with sand,Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),North; SouthEast; East; NorthEast,SouthWest; South; SouthEast,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Empty,
black_rocks,Mauritius,,,,-20.3183833333,57.3675166667,Take a car,Short walk (5-15 mn),OK,Public access,Don't know,World Class,Experienced surfers,Regular,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Hollow; Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Mid and high tide,,Empty,Few surfers,
calamar,Mauritius,,,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Normal,Beginners wave,Sometimes break,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest,NorthWest,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Low tide only,Falling tide,Empty,Empty,
cimetary,Mauritius,,,,,,Take a car,Good walk (15-30 mn),OK,Public access,4x4,Regional Classic,Pros or kamikaze only...,Regular,Point-break,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),SouthEast,South,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,High tide only,Rising tide,Empty,Empty,
darne,Mauritius,,,,-20.4513333333,57.7092666667,Don't know,Short walk (5-15 mn),OK,Public access,Paddle &gt; 20mn or Boat,Regional Classic,All surfers,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Powerless; Slab,Short (&amp;lt; 50m),Short (&amp;lt; 50m),SouthEast; East,North; NorthWest; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising and falling tides,Empty,Few surfers,
fausse_passe,Mauritius,,,,-20.4466,57.72315,Day trip,Short walk (5-15 mn),OK,Public access,Paddle &gt; 20mn or Boat,Regional Classic,All surfers,Regular,Reef-coral,Right and left,Reef (coral;sharp rocks etc..) with sand,Powerful; Fun; Slab,Normal (50 to 150m),Normal (50 to 150m),West,SouthWest,Starts working at 2.5m-3m / 8ft-10ft and holds up to 4m+ / 12ft,High tide only,Rising tide,Empty,Few surfers,
grand_sancho,Mauritius,,,,-20.5071166667,57.44935,Take a car,Short walk (5-15 mn),Easy to find,Public access,4x4,Regional Classic,Experienced surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Powerful; Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South; SouthEast,North; NorthWest; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Empty,Few surfers,
La_Baie,Mauritius,,,,-20.3256666667,57.3775166667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,,Normal,All surfers,Regular,Beach-break,Right and left,Sandy with rock,Ordinary; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West; SouthWest,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Crowded,
le_morne,Mauritius,,,,-20.4440666667,57.30795,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow,Normal (50 to 150m),,SouthWest,NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,,,Few surfers,Few surfers,
Le_Phare,Mauritius,,,,-20.4102166667,57.7605166667,Day trip,Short walk (5-15 mn),OK,Public access,By boat only,Regional Classic,Experienced surfers,Regular,Reef-coral,Right,Reef (coral; sharp rocks etc..),Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),SouthEast; East,South; SouthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,All tides,Rising and falling tides,Empty,Empty,
Maconde,Mauritius,,,,-20.4962833333,57.3685666667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Normal,All surfers,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Powerless; Slab,Short (&amp;lt; 50m),Normal (50 to 150m),South; SouthEast,North; NorthWest; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising and falling tides,Empty,Few surfers,
madame_barry,Mauritius,,,,,,Take a car,Instant access (&amp;lt; 5min),Hard to find,Public access,By boat only,World Class,Pros or kamikaze only...,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Powerful,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast,North; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising and falling tides,Empty,Few surfers,
martello,Mauritius,,,,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Sometimes break,Reef-coral,Right,Reef (coral; sharp rocks etc..),Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthEast,East,Starts working at  and holds up to ,High tide only,Rising tide,,Empty,
